1607685364.065768,r
1607685367.7481012,c
1607685366.033509,r
1607685369.863635,c
1607685369.067753,r
1607685373.8928058,r
1607685375.2484128,c
1607685376.284981,c
1607685374.924125,r
1607685380.421311,c
1607685378.704591,r
1607685382.1365812,c
1607685539.3125381,r
1607685542.3357031,c
1607685542.338038,r
1607685546.062361,c
1607685548.9445288,r
1607685555.0272372,c
